,Start,End,Time Series Start,Time Series End,Unit,Fuel classification,Pmax available,Pmax available after the outage,Reason,Last updated
1626,2016-10-06T09:15:00+02:00,2016-10-06T11:00:00+02:00,2016-10-06T09:15:00+02:00,2016-10-06T11:00:00+02:00,Marcinelle Energie (Carsid),NG,405.0,0.0,Not provided,2016-10-06T09:05:00+02:00
1627,2016-10-05T03:30:00+02:00,2016-10-06T07:00:00+02:00,2016-10-05T03:30:00+02:00,2016-10-06T07:00:00+02:00,Marcinelle Energie (Carsid),NG,405.0,0.0,Not provided,2016-10-05T14:26:00+02:00
1628,2016-10-05T03:30:00+02:00,2016-10-06T01:00:00+02:00,2016-10-05T03:30:00+02:00,2016-10-06T01:00:00+02:00,Marcinelle Energie (Carsid),NG,405.0,0.0,Not provided,2016-10-05T03:22:00+02:00
1629,2016-10-05T01:15:00+02:00,2016-10-05T06:00:00+02:00,2016-10-05T01:15:00+02:00,2016-10-05T06:00:00+02:00,Marcinelle Energie (Carsid),NG,405.0,0.0,Not provided,2016-10-05T01:11:00+02:00
1630,2016-10-05T01:00:00+02:00,2016-10-05T06:00:00+02:00,2016-10-05T01:00:00+02:00,2016-10-05T06:00:00+02:00,Marcinelle Energie (Carsid),NG,405.0,0.0,Not provided,2016-10-05T00:49:00+02:00
1631,2016-10-04T13:45:00+02:00,2016-10-05T01:00:00+02:00,2016-10-04T13:45:00+02:00,2016-10-05T01:00:00+02:00,Marcinelle Energie (Carsid),NG,405.0,0.0,Not provided,2016-10-04T14:09:00+02:00
1632,2016-09-28T16:57:00+02:00,2016-09-28T18:02:00+02:00,2016-09-28T16:57:00+02:00,2016-09-28T18:02:00+02:00,DROGENBOS GT2,NG,150.0,0.0,Technical failure,2016-10-01T10:05:00+02:00
1633,2016-09-27T19:21:00+02:00,2016-09-27T21:32:00+02:00,2016-09-27T19:21:00+02:00,2016-09-27T21:32:00+02:00,Zelzate 2 Knippegroen,Other,315.0,175.0,Fuel Supply Failure,2016-09-27T21:33:00+02:00
1634,2016-09-26T00:51:00+02:00,2016-09-26T16:52:00+02:00,2016-09-26T00:51:00+02:00,2016-09-26T16:52:00+02:00,RODENHUIZE 4,Other,268.0,0.0,Awaiting information,2016-09-26T16:53:00+02:00
1635,2016-09-24T22:04:00+02:00,2016-09-25T11:15:00+02:00,2016-09-24T22:04:00+02:00,2016-09-25T11:15:00+02:00,HERDERSBRUG GT2,NG,156.3,0.0,Awaiting information,2016-09-25T11:15:00+02:00
1636,2016-09-19T09:00:00+02:00,2016-09-19T14:00:00+02:00,2016-09-19T09:00:00+02:00,2016-09-19T14:00:00+02:00,PLATE-TAILLE T,WA,144.0,0.0,R?paration avec plongeur,2016-09-19T16:44:00+02:00
1637,2016-09-19T09:00:00+02:00,2016-09-19T17:00:00+02:00,2016-09-19T09:00:00+02:00,2016-09-19T17:00:00+02:00,PLATE-TAILLE T,WA,144.0,0.0,R?paration avec plongeur,2016-09-14T18:50:00+02:00
1638,2016-09-09T05:54:00+02:00,2016-09-10T04:05:00+02:00,2016-09-09T05:54:00+02:00,2016-09-10T04:05:00+02:00,TIHANGE 2,NU,1008.0,0.0,Automatic stop,2016-09-10T04:05:00+02:00
1639,2016-09-07T08:26:00+02:00,2016-09-07T17:18:00+02:00,2016-09-07T08:26:00+02:00,2016-09-07T17:18:00+02:00,Belwind Phase 1,WI,171.0,0.0,maintenance,2016-09-07T17:18:00+02:00
1640,2016-08-22T02:30:00+02:00,2016-08-22T05:00:00+02:00,2016-08-22T02:30:00+02:00,2016-08-22T05:00:00+02:00,Zelzate 2 Knippegroen,Other,315.0,150.0,Awaiting information,2016-08-22T03:08:00+02:00
1641,2016-08-20T06:04:00+02:00,2016-08-21T21:24:00+02:00,2016-08-20T06:04:00+02:00,2016-08-21T21:24:00+02:00,DOEL 4,NU,1039.0,0.0,Request ELIA: Brabo project,2016-08-21T21:46:00+02:00
1642,2016-08-18T16:44:00+02:00,2016-08-18T22:00:00+02:00,2016-08-18T16:44:00+02:00,2016-08-18T22:00:00+02:00,RODENHUIZE 4,Other,268.0,155.0,Fuel Supply Failure,2016-08-18T17:57:00+02:00
1643,2016-08-17T13:00:00+02:00,2016-08-17T16:49:00+02:00,2016-08-17T13:00:00+02:00,2016-08-17T16:49:00+02:00,COO 3 T,WA,158.0,0.0,Technical failure,2016-08-17T17:20:00+02:00
1644,2016-08-17T01:15:00+02:00,2016-08-17T09:00:00+02:00,2016-08-17T01:15:00+02:00,2016-08-17T09:00:00+02:00,RINGVAART STEG,NG,365.0,0.0,Not provided,2016-08-16T11:40:00+02:00
1645,2016-08-13T15:48:00+02:00,2016-08-14T12:00:00+02:00,2016-08-13T15:48:00+02:00,2016-08-14T12:00:00+02:00,TIHANGE 1S,NU,481.0,0.0,Awaiting information,2016-08-14T08:17:00+02:00
1646,2016-08-12T07:00:00+02:00,2016-08-12T21:00:00+02:00,2016-08-12T07:00:00+02:00,2016-08-12T21:00:00+02:00,RINGVAART STEG,NG,365.0,0.0,Not provided,2016-08-11T10:41:00+02:00
1647,2016-08-05T12:00:00+02:00,2016-08-05T15:00:00+02:00,2016-08-05T12:00:00+02:00,2016-08-05T15:00:00+02:00,RINGVAART STEG,NG,365.0,0.0,Not provided,2016-08-05T12:03:00+02:00
1648,2016-08-05T06:26:00+02:00,2016-08-05T18:26:00+02:00,2016-08-05T06:26:00+02:00,2016-08-05T18:26:00+02:00,DOEL 1,NU,433.0,300.0,Awaiting information,2016-08-05T06:29:00+02:00
1649,2016-08-04T11:15:00+02:00,2016-08-04T13:00:00+02:00,2016-08-04T11:15:00+02:00,2016-08-04T13:00:00+02:00,RINGVAART STEG,NG,365.0,0.0,Not provided,2016-08-04T11:12:00+02:00
1650,2016-08-04T08:00:00+02:00,2016-08-04T10:00:00+02:00,2016-08-04T08:00:00+02:00,2016-08-04T10:00:00+02:00,RINGVAART STEG,NG,365.0,0.0,Not provided,2016-08-04T10:05:00+02:00
1651,2016-08-02T12:20:00+02:00,2016-08-02T15:00:00+02:00,2016-08-02T12:20:00+02:00,2016-08-02T15:00:00+02:00,Zelzate 2 Knippegroen,Other,315.0,135.0,Fuel Supply Failure,2016-08-02T12:21:00+02:00
1652,2016-07-28T08:30:00+02:00,2016-07-28T13:00:00+02:00,2016-07-28T08:30:00+02:00,2016-07-28T13:00:00+02:00,Northwind,WI,216.0,0.0,Awaiting information,2016-07-28T08:20:00+02:00
1653,2016-07-26T08:31:00+02:00,2016-07-26T19:43:00+02:00,2016-07-26T08:31:00+02:00,2016-07-26T19:43:00+02:00,Northwind,WI,216.0,0.0,Awaiting information,2016-07-26T19:43:00+02:00
1654,2016-07-22T09:00:00+02:00,2016-09-20T14:21:00+02:00,2016-07-22T09:00:00+02:00,2016-09-20T14:21:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Overhaul,2016-09-20T14:21:00+02:00
1655,2016-07-22T06:00:00+02:00,2016-07-22T16:30:00+02:00,2016-07-22T06:00:00+02:00,2016-07-22T16:30:00+02:00,RINGVAART STEG,NG,365.0,0.0,Not provided,2016-07-22T15:13:00+02:00
1656,2016-07-20T01:22:00+02:00,2016-07-21T19:48:00+02:00,2016-07-20T01:22:00+02:00,2016-07-21T19:48:00+02:00,Amercoeur 1 R GT,NG,289.0,0.0,Technical failure,2016-07-21T19:48:00+02:00
1657,2016-07-20T01:22:00+02:00,2016-07-21T19:48:00+02:00,2016-07-20T01:22:00+02:00,2016-07-21T19:48:00+02:00,Amercoeur 1 R ST,NG,162.0,0.0,Technical failure,2016-07-21T19:48:00+02:00
1658,2016-07-19T08:30:00+02:00,2016-07-19T12:07:00+02:00,2016-07-19T08:30:00+02:00,2016-07-19T12:07:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Start delay,2016-07-19T12:08:00+02:00
1659,2016-07-15T17:00:00+02:00,2016-07-15T19:24:00+02:00,2016-07-15T17:00:00+02:00,2016-07-15T19:24:00+02:00,RODENHUIZE 4,Other,268.0,150.0,Awaiting information,2016-07-15T19:25:00+02:00
1660,2016-07-07T21:25:00+02:00,2016-07-09T11:11:00+02:00,2016-07-07T21:25:00+02:00,2016-07-09T11:11:00+02:00,TIHANGE 2,NU,1008.0,0.0,Operational maintenance,2016-07-09T11:11:00+02:00
1661,2016-07-04T04:57:00+02:00,2016-07-04T09:28:00+02:00,2016-07-04T04:57:00+02:00,2016-07-04T09:28:00+02:00,HERDERSBRUG GT1,NG,157.0,0.0,Awaiting information,2016-08-31T17:51:00+02:00
1662,2016-07-01T11:33:00+02:00,2016-07-01T14:13:00+02:00,2016-07-01T11:33:00+02:00,2016-07-01T14:13:00+02:00,Northwind,WI,216.0,0.0,Awaiting information,2016-07-01T14:13:00+02:00
1663,2016-06-30T08:09:00+02:00,2016-06-30T13:00:00+02:00,2016-06-30T08:09:00+02:00,2016-06-30T13:00:00+02:00,Zelzate 2 Knippegroen,Other,315.0,135.0,Fuel Supply Failure,2016-06-30T08:10:00+02:00
1664,2016-06-27T06:00:00+02:00,2016-06-27T10:58:00+02:00,2016-06-27T06:00:00+02:00,2016-06-27T10:58:00+02:00,Zandvliet Power,NG,386.2,0.0,Power reduced to 124MW,2016-06-27T10:59:00+02:00
1665,2016-06-26T13:05:00+02:00,2016-06-30T16:28:00+02:00,2016-06-26T13:05:00+02:00,2016-06-30T16:28:00+02:00,DROGENBOS GT2,NG,150.0,0.0,Awaiting information,2016-06-30T16:28:00+02:00
1666,2016-06-22T12:00:00+02:00,2016-06-23T05:00:00+02:00,2016-06-22T12:00:00+02:00,2016-06-23T05:00:00+02:00,DOEL 2,NU,433.0,300.0,Operational maintenance,2016-06-22T11:42:00+02:00
1667,2016-06-21T10:50:00+02:00,2016-06-21T14:09:00+02:00,2016-06-21T10:50:00+02:00,2016-06-21T14:09:00+02:00,Zelzate 2 Knippegroen,Other,315.0,150.0,Awaiting information,2016-06-21T14:09:00+02:00
1668,2016-06-21T00:56:00+02:00,2016-06-21T02:05:00+02:00,2016-06-21T00:56:00+02:00,2016-06-21T02:05:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,200.0,Technical failure,2016-06-21T02:05:00+02:00
1669,2016-06-19T16:17:00+02:00,2016-06-19T18:57:00+02:00,2016-06-19T16:17:00+02:00,2016-06-19T18:57:00+02:00,HERDERSBRUG GT1,NG,157.0,0.0,Awaiting information,2016-06-19T18:58:00+02:00
1670,2016-06-19T10:10:00+02:00,2016-06-19T13:00:00+02:00,2016-06-19T10:10:00+02:00,2016-06-19T13:00:00+02:00,COO 6 T,WA,230.0,0.0,Awaiting information,2016-06-19T10:10:00+02:00
1671,2016-06-19T05:12:00+02:00,2016-06-19T06:30:00+02:00,2016-06-19T05:12:00+02:00,2016-06-19T06:30:00+02:00,COO 2 T,WA,158.0,0.0,Technical failure,2016-06-19T06:30:00+02:00
1672,2016-06-17T14:10:00+02:00,2016-06-17T16:45:00+02:00,2016-06-17T14:10:00+02:00,2016-06-17T16:45:00+02:00,Zandvliet Power,NG,386.2,0.0,Awaiting information,2016-06-17T15:58:00+02:00
1673,2016-06-15T07:00:00+02:00,2016-06-20T16:34:00+02:00,2016-06-15T07:00:00+02:00,2016-06-20T16:34:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Awaiting information,2016-06-20T16:34:00+02:00
1674,2016-06-11T03:01:00+02:00,2016-06-11T08:00:00+02:00,2016-06-11T03:01:00+02:00,2016-06-11T08:00:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Awaiting information,2016-06-13T11:26:00+02:00
1675,2016-06-10T22:49:00+02:00,2016-06-11T02:00:00+02:00,2016-06-10T22:49:00+02:00,2016-06-11T02:00:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Awaiting information,2016-06-10T22:50:00+02:00
1676,2016-06-10T16:25:00+02:00,2016-06-16T23:56:00+02:00,2016-06-10T16:25:00+02:00,2016-06-16T23:56:00+02:00,TIHANGE 2,NU,1008.0,0.0,Automatic stop,2016-06-16T23:56:00+02:00
1677,2016-06-07T04:11:00+02:00,2016-06-07T12:50:00+02:00,2016-06-07T04:11:00+02:00,2016-06-07T12:50:00+02:00,Zandvliet Power,NG,386.2,0.0,Awaiting information,2016-06-07T12:50:00+02:00
1678,2016-06-05T20:19:00+02:00,2016-06-07T17:30:00+02:00,2016-06-05T20:19:00+02:00,2016-06-07T17:30:00+02:00,Amercoeur 1 R ST,NG,162.0,0.0,Start delay,2016-06-07T15:41:00+02:00
1679,2016-06-05T20:19:00+02:00,2016-06-07T17:30:00+02:00,2016-06-05T20:19:00+02:00,2016-06-07T17:30:00+02:00,Amercoeur 1 R GT,NG,289.0,0.0,Start delay,2016-06-07T15:41:00+02:00
1680,2016-06-04T05:39:00+02:00,2016-06-05T16:00:00+02:00,2016-06-04T05:39:00+02:00,2016-06-05T16:00:00+02:00,Zelzate 2 Knippegroen,Other,315.0,0.0,Awaiting information,2016-06-05T10:08:00+02:00
1681,2016-06-03T14:51:00+02:00,2016-06-03T18:00:00+02:00,2016-06-03T14:51:00+02:00,2016-06-03T18:00:00+02:00,Zelzate 2 Knippegroen,Other,315.0,150.0,Fuel Supply Failure,2016-06-03T14:52:00+02:00
1682,2016-05-30T07:52:00+02:00,2016-05-30T10:01:00+02:00,2016-05-30T07:52:00+02:00,2016-05-30T10:01:00+02:00,COO 6 T,WA,230.0,0.0,Awaiting information,2016-05-30T10:02:00+02:00
1683,2016-05-23T04:00:00+02:00,2016-05-23T06:28:00+02:00,2016-05-23T04:00:00+02:00,2016-05-23T06:28:00+02:00,Zandvliet Power,NG,386.2,0.0,Awaiting information,2016-05-23T06:28:00+02:00
1684,2016-05-21T12:48:00+02:00,2016-05-21T16:30:00+02:00,2016-05-21T12:48:00+02:00,2016-05-21T16:30:00+02:00,Amercoeur 1 R ST,NG,162.0,0.0,Technical failure,2016-05-21T16:48:00+02:00
1685,2016-05-21T12:48:00+02:00,2016-05-21T16:30:00+02:00,2016-05-21T12:48:00+02:00,2016-05-21T16:30:00+02:00,Amercoeur 1 R GT,NG,289.0,0.0,Technical failure,2016-05-21T16:48:00+02:00
1686,2016-05-17T05:17:00+02:00,2016-05-17T07:00:00+02:00,2016-05-17T05:17:00+02:00,2016-05-17T07:00:00+02:00,Zandvliet Power,NG,386.2,0.0,Awaiting information,2016-05-17T05:17:00+02:00
1687,2016-05-03T00:56:00+02:00,2016-05-03T07:12:00+02:00,2016-05-03T00:56:00+02:00,2016-05-03T07:12:00+02:00,Amercoeur 1 R ST,NG,162.0,49.0,Test,2016-05-03T07:41:00+02:00
1688,2016-05-03T00:56:00+02:00,2016-05-03T07:12:00+02:00,2016-05-03T00:56:00+02:00,2016-05-03T07:12:00+02:00,Amercoeur 1 R GT,NG,289.0,91.0,Test,2016-05-03T07:41:00+02:00
1689,2016-04-30T16:26:00+02:00,2016-04-30T23:52:00+02:00,2016-04-30T16:26:00+02:00,2016-04-30T23:52:00+02:00,Belwind Phase 1,WI,171.0,0.0,Awaiting information,2016-05-02T09:41:00+02:00
1690,2016-04-30T12:16:00+02:00,2016-05-02T21:00:00+02:00,2016-04-30T12:16:00+02:00,2016-05-02T21:00:00+02:00,Amercoeur 1 R ST,NG,162.0,0.0,Awaiting information,2016-05-02T19:24:00+02:00
1691,2016-04-30T12:16:00+02:00,2016-05-02T21:00:00+02:00,2016-04-30T12:16:00+02:00,2016-05-02T21:00:00+02:00,Amercoeur 1 R GT,NG,289.0,0.0,Awaiting information,2016-05-02T19:24:00+02:00
1692,2016-04-28T10:42:00+02:00,2016-04-28T15:21:00+02:00,2016-04-28T10:42:00+02:00,2016-04-28T15:21:00+02:00,COO 1 T,WA,158.0,0.0,Awaiting information,2016-04-28T15:21:00+02:00
1693,2016-04-27T18:57:00+02:00,2016-04-28T08:41:00+02:00,2016-04-27T18:57:00+02:00,2016-04-28T08:41:00+02:00,COO 1 T,WA,158.0,0.0,Technical failure,2016-04-28T08:42:00+02:00
1694,2016-04-21T16:31:00+02:00,2016-04-24T06:00:00+02:00,2016-04-21T16:31:00+02:00,2016-04-24T06:00:00+02:00,DOEL 3,NU,1006.0,0.0,Automatic stop,2016-04-24T06:01:00+02:00
1695,2016-04-18T11:00:00+02:00,2016-04-18T17:00:00+02:00,2016-04-18T11:00:00+02:00,2016-04-18T17:00:00+02:00,PLATE-TAILLE T,WA,144.0,0.0,Plongeurs d?bartadage,2016-09-05T09:41:00+02:00
1696,2016-04-18T10:09:00+02:00,2016-04-18T21:39:00+02:00,2016-04-18T10:09:00+02:00,2016-04-18T21:39:00+02:00,COO 2 T,WA,158.0,0.0,Technical failure,2016-04-18T21:40:00+02:00
1697,2016-04-14T19:52:00+02:00,2016-04-14T22:00:00+02:00,2016-04-14T19:52:00+02:00,2016-04-14T22:00:00+02:00,Zandvliet Power,NG,386.2,231.0,Technical failure,2016-04-14T19:54:00+02:00
1698,2016-04-13T12:01:00+02:00,2016-04-30T11:31:00+02:00,2016-04-13T12:01:00+02:00,2016-04-30T11:31:00+02:00,Amercoeur 1 R GT,NG,289.0,0.0,Awaiting information,2016-04-30T11:31:00+02:00
1699,2016-04-13T12:01:00+02:00,2016-04-30T11:31:00+02:00,2016-04-13T12:01:00+02:00,2016-04-30T11:31:00+02:00,Amercoeur 1 R ST,NG,162.0,0.0,Awaiting information,2016-04-30T11:32:00+02:00
1700,2016-04-13T02:30:00+02:00,2016-05-20T18:00:00+02:00,2016-04-13T02:30:00+02:00,2016-05-20T18:00:00+02:00,DOEL 1,NU,433.0,0.0,Operational Maintenance,2016-06-13T14:36:00+02:00
1701,2016-04-07T01:36:00+02:00,2016-04-08T03:25:00+02:00,2016-04-07T01:36:00+02:00,2016-04-08T03:25:00+02:00,DOEL 1,NU,433.0,0.0,Technical failure,2016-04-08T03:25:00+02:00
1702,2016-04-05T19:19:00+02:00,2016-04-06T06:24:00+02:00,2016-04-05T19:19:00+02:00,2016-04-06T06:24:00+02:00,Zelzate 2 Knippegroen,Other,315.0,200.0,Awaiting information,2016-04-06T06:25:00+02:00
1703,2016-04-05T18:00:00+02:00,2016-04-05T19:00:00+02:00,2016-04-05T18:00:00+02:00,2016-04-05T19:00:00+02:00,Marcinelle Energie (Carsid),NG,405.0,260.0,Not provided,2016-04-05T17:31:00+02:00
1704,2016-04-05T12:15:00+02:00,2016-04-05T13:15:00+02:00,2016-04-05T12:15:00+02:00,2016-04-05T13:15:00+02:00,PLATE-TAILLE T,WA,144.0,35.0,Maintenance for G3,2016-04-05T13:16:00+02:00
1705,2016-03-29T20:43:00+02:00,2016-03-29T21:54:00+02:00,2016-03-29T20:43:00+02:00,2016-03-29T21:54:00+02:00,COO 1 T,WA,158.0,0.0,Technical failure,2016-03-29T21:54:00+02:00
1706,2016-03-25T18:00:00+01:00,2016-03-26T20:00:00+01:00,2016-03-25T18:00:00+01:00,2016-03-26T20:00:00+01:00,Marcinelle Energie (Carsid),NG,405.0,260.0,Not provided,2016-03-25T17:32:00+01:00
1707,2016-03-21T05:01:00+01:00,2016-03-21T06:30:00+01:00,2016-03-21T05:01:00+01:00,2016-03-21T06:30:00+01:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Start delay,2016-03-21T06:00:00+01:00
1708,2016-03-20T20:17:00+01:00,2016-03-20T23:11:00+01:00,2016-03-20T20:17:00+01:00,2016-03-20T23:11:00+01:00,Zelzate 2 Knippegroen,Other,315.0,0.0,Awaiting information,2016-03-20T23:12:00+01:00
1709,2016-03-18T11:09:00+01:00,2016-03-18T12:20:00+01:00,2016-03-18T11:09:00+01:00,2016-03-18T12:20:00+01:00,Zelzate 2 Knippegroen,Other,315.0,125.0,Fuel Supply Failure,2016-03-18T12:20:00+01:00
1710,2016-03-17T01:40:00+01:00,2016-03-17T19:00:00+01:00,2016-03-17T01:40:00+01:00,2016-03-17T19:00:00+01:00,Zelzate 2 Knippegroen,Other,315.0,200.0,Fuel Supply Failure,2016-03-17T17:08:00+01:00
1711,2016-03-15T06:55:00+01:00,2016-03-15T08:00:00+01:00,2016-03-15T06:55:00+01:00,2016-03-15T08:00:00+01:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Start delay,2016-03-15T06:57:00+01:00
1712,2016-03-09T02:28:00+01:00,2016-03-09T07:44:00+01:00,2016-03-09T02:28:00+01:00,2016-03-09T07:44:00+01:00,RODENHUIZE 4,Other,268.0,0.0,Start delay,2016-03-09T07:44:00+01:00
1713,2016-03-04T10:09:00+01:00,2016-03-04T16:00:00+01:00,2016-03-04T10:09:00+01:00,2016-03-04T16:00:00+01:00,Scheldelaan Exxonmobil,NG,140.0,0.0,Technical failure,2016-03-04T14:46:00+01:00
1714,2016-03-03T08:33:00+01:00,2016-03-03T11:56:00+01:00,2016-03-03T08:33:00+01:00,2016-03-03T11:56:00+01:00,COO 1 T,WA,158.0,0.0,Technical failure,2016-03-03T11:56:00+01:00
1715,2016-02-26T13:21:00+01:00,2016-02-26T14:57:00+01:00,2016-02-26T13:21:00+01:00,2016-02-26T14:57:00+01:00,COO 5 T,WA,230.0,0.0,Overhaul,2016-02-26T14:57:00+01:00
1716,2016-02-26T06:48:00+01:00,2016-02-26T07:51:00+01:00,2016-02-26T06:48:00+01:00,2016-02-26T07:51:00+01:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Technical failure,2016-02-26T07:51:00+01:00
1717,2016-02-24T07:00:00+01:00,2016-02-24T13:30:00+01:00,2016-02-24T07:00:00+01:00,2016-02-24T13:30:00+01:00,PLATE-TAILLE T,WA,144.0,0.0,(no reason specified),2016-02-24T17:38:00+01:00
1718,2016-02-24T06:39:00+01:00,2016-02-24T08:32:00+01:00,2016-02-24T06:39:00+01:00,2016-02-24T08:32:00+01:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Technical failure,2016-02-24T08:33:00+01:00
1719,2016-02-07T19:09:00+01:00,2016-02-09T00:59:00+01:00,2016-02-07T19:09:00+01:00,2016-02-09T00:59:00+01:00,DOEL 4,NU,1039.0,720.0,Test,2016-02-08T11:20:00+01:00
1720,2016-02-03T14:01:00+01:00,2016-02-05T18:58:00+01:00,2016-02-03T14:01:00+01:00,2016-02-05T18:58:00+01:00,DOEL 4,NU,1039.0,700.0,Test,2016-02-05T18:58:00+01:00
1721,2016-01-31T21:23:00+01:00,2016-02-03T19:52:00+01:00,2016-01-31T21:23:00+01:00,2016-02-03T19:52:00+01:00,COO 1 T,WA,158.0,0.0,Awaiting information,2016-02-03T19:53:00+01:00
1722,2016-01-30T13:17:00+01:00,2016-01-30T15:42:00+01:00,2016-01-30T13:17:00+01:00,2016-01-30T15:42:00+01:00,RODENHUIZE 4,Other,268.0,150.0,Sidmar issues,2016-01-30T15:42:00+01:00
1723,2016-01-29T21:00:00+01:00,2016-01-30T16:24:00+01:00,2016-01-29T21:00:00+01:00,2016-01-30T16:24:00+01:00,Zelzate 2 Knippegroen,Other,315.0,150.0,Awaiting information,2016-01-30T16:21:00+01:00
1724,2016-01-28T02:00:00+01:00,2016-01-29T12:00:00+01:00,2016-01-28T02:00:00+01:00,2016-01-29T12:00:00+01:00,Zelzate 2 Knippegroen,Other,315.0,200.0,Fuel Supply Failure,2016-01-29T10:50:00+01:00
1725,2016-01-27T07:59:00+01:00,2016-01-27T20:00:00+01:00,2016-01-27T07:59:00+01:00,2016-01-27T20:00:00+01:00,DOEL 4,NU,1039.0,785.0,Test,2016-01-27T11:45:00+01:00
1726,2016-01-24T11:15:00+01:00,2016-01-24T15:24:00+01:00,2016-01-24T11:15:00+01:00,2016-01-24T15:24:00+01:00,TIHANGE 2,NU,1008.0,0.0,Awaiting information,2016-01-24T15:24:00+01:00
1727,2016-01-22T18:52:00+01:00,2016-01-22T20:33:00+01:00,2016-01-22T18:52:00+01:00,2016-01-22T20:33:00+01:00,Zelzate 2 Knippegroen,Other,315.0,180.0,Awaiting information,2016-01-22T20:33:00+01:00
1728,2016-01-21T13:23:00+01:00,2016-01-21T15:31:00+01:00,2016-01-21T13:23:00+01:00,2016-01-21T15:31:00+01:00,COO 2 T,WA,158.0,0.0,Technical failure,2016-01-21T13:23:00+01:00
1729,2016-01-18T09:00:00+01:00,2016-01-18T10:00:00+01:00,2016-01-18T09:00:00+01:00,2016-01-18T10:00:00+01:00,Marcinelle Energie (Carsid),NG,405.0,0.0,Not provided,2016-01-18T09:09:00+01:00
1730,2016-01-18T06:00:00+01:00,2016-01-18T09:00:00+01:00,2016-01-18T06:00:00+01:00,2016-01-18T09:00:00+01:00,Marcinelle Energie (Carsid),NG,405.0,0.0,Not provided,2016-01-18T07:27:00+01:00
1731,2016-01-16T08:00:00+01:00,2016-01-16T14:00:00+01:00,2016-01-16T08:00:00+01:00,2016-01-16T14:00:00+01:00,RINGVAART STEG,NG,365.0,0.0,Not provided,2016-01-15T13:59:00+01:00
1732,2016-01-08T05:21:00+01:00,2016-01-13T17:00:00+01:00,2016-01-08T05:21:00+01:00,2016-01-13T17:00:00+01:00,COO 1 T,WA,158.0,0.0,Technical failure,2016-01-11T20:18:00+01:00
1733,2016-01-07T14:03:00+01:00,2016-01-07T17:00:00+01:00,2016-01-07T14:03:00+01:00,2016-01-07T17:00:00+01:00,COO 1 T,WA,158.0,0.0,Awaiting information,2016-01-07T14:04:00+01:00
1734,2016-01-02T18:06:00+01:00,2016-01-04T12:00:00+01:00,2016-01-02T18:06:00+01:00,2016-01-04T12:00:00+01:00,DOEL 1,NU,433.0,0.0,Awaiting information,2016-01-04T01:06:00+01:00
1735,2016-01-02T10:01:00+01:00,2016-01-03T09:53:00+01:00,2016-01-02T10:01:00+01:00,2016-01-03T09:53:00+01:00,RODENHUIZE 4,Other,268.0,160.0,Awaiting information,2016-01-03T10:08:00+01:00
1736,2016-01-02T08:56:00+01:00,2016-01-02T15:49:00+01:00,2016-01-02T08:56:00+01:00,2016-01-02T15:49:00+01:00,Amercoeur 1 R ST,NG,162.0,53.47,Technical failure,2016-01-02T15:49:00+01:00
1737,2016-01-02T08:56:00+01:00,2016-01-02T15:49:00+01:00,2016-01-02T08:56:00+01:00,2016-01-02T15:49:00+01:00,Amercoeur 1 R GT,NG,289.0,99.3,Technical failure,2016-01-02T15:49:00+01:00
1738,2015-12-29T12:19:00+01:00,2015-12-30T23:59:00+01:00,2015-12-29T12:19:00+01:00,2015-12-30T23:59:00+01:00,RODENHUIZE 4,Other,268.0,0.0,Technical failure,2015-12-30T20:46:00+01:00
1739,2015-12-28T10:51:00+01:00,2016-01-01T12:00:00+01:00,2015-12-28T10:51:00+01:00,2016-01-01T12:00:00+01:00,Amercoeur 1 R ST,NG,162.0,0.0,Technical failure,2015-12-30T14:35:00+01:00
1740,2015-12-28T10:51:00+01:00,2016-01-01T12:00:00+01:00,2015-12-28T10:51:00+01:00,2016-01-01T12:00:00+01:00,Amercoeur 1 R GT,NG,289.0,0.0,Technical failure,2015-12-30T14:35:00+01:00
1741,2015-12-28T09:37:00+01:00,2015-12-28T10:47:00+01:00,2015-12-28T09:37:00+01:00,2015-12-28T10:47:00+01:00,Amercoeur 1 R ST,NG,162.0,0.0,Start delay,2015-12-28T10:48:00+01:00
1742,2015-12-28T09:37:00+01:00,2015-12-28T10:47:00+01:00,2015-12-28T09:37:00+01:00,2015-12-28T10:47:00+01:00,Amercoeur 1 R GT,NG,289.0,0.0,Start delay,2015-12-28T10:48:00+01:00
1743,2015-12-28T06:30:00+01:00,2015-12-29T06:00:00+01:00,2015-12-28T06:30:00+01:00,2015-12-29T06:00:00+01:00,RODENHUIZE 4,Other,268.0,0.0,awaiting for information,2015-12-29T10:07:00+01:00
1744,2015-12-25T02:00:00+01:00,2015-12-25T09:59:00+01:00,2015-12-25T02:00:00+01:00,2015-12-25T09:59:00+01:00,DOEL 2,NU,433.0,168.87,Test,2015-12-25T09:27:00+01:00
