,Start,End,Time Series Start,Time Series End,Unit,Fuel classification,Pmax available,Pmax available after the outage,Reason,Last updated
285,2021-10-09T23:00:00+02:00,2021-10-10T19:30:00+02:00,2021-10-09T23:00:00+02:00,2021-10-10T19:30:00+02:00,Amercoeur 1 R GT,NG,289.0,0.0,Technical failure,2021-10-10T18:33:00+02:00
286,2021-10-08T11:31:00+02:00,2021-10-16T01:00:00+02:00,2021-10-08T11:31:00+02:00,2021-10-16T01:00:00+02:00,IXELLES TJ,LF,18.0,0.0,Awaiting information,2021-10-08T11:31:00+02:00
287,2021-10-08T02:26:00+02:00,2021-10-08T09:14:00+02:00,2021-10-08T02:26:00+02:00,2021-10-08T09:14:00+02:00,COO 2 T,WA,158.0,0.0,Awaiting information,2021-10-08T09:14:00+02:00
288,2021-10-07T20:03:00+02:00,2021-10-08T00:00:00+02:00,2021-10-07T20:03:00+02:00,2021-10-08T00:00:00+02:00,Lillo Degussa ST,NG,10.0,0.0,Awaiting information,2021-10-07T20:03:00+02:00
289,2021-10-07T20:02:00+02:00,2021-10-08T00:00:00+02:00,2021-10-07T20:02:00+02:00,2021-10-08T00:00:00+02:00,Lillo Degussa GT2,NG,32.0,0.0,Awaiting information,2021-10-07T20:03:00+02:00
290,2021-10-07T15:12:00+02:00,2021-11-01T00:00:00+01:00,2021-10-07T15:12:00+02:00,2021-11-01T00:00:00+01:00,VILVOORDE GT,NG,264.0,0.0,Awaiting information,2021-10-28T10:37:00+02:00
291,2021-10-07T13:57:00+02:00,2021-10-07T15:12:00+02:00,2021-10-07T13:57:00+02:00,2021-10-07T15:12:00+02:00,VILVOORDE GT,NG,264.0,170.0,Awaiting information,2021-10-07T15:13:00+02:00
292,2021-10-06T07:15:00+02:00,2021-10-06T20:47:00+02:00,2021-10-06T07:15:00+02:00,2021-10-06T20:47:00+02:00,Aalst Syral GT,NG,43.0,0.0,Technical failure,2021-10-06T20:48:00+02:00
293,2021-10-05T11:25:00+02:00,2021-10-06T14:41:00+02:00,2021-10-05T11:25:00+02:00,2021-10-06T14:41:00+02:00,VILVOORDE GT,NG,264.0,220.0,Awaiting information,2021-10-06T14:41:00+02:00
294,2021-10-05T11:22:00+02:00,2021-10-05T13:00:00+02:00,2021-10-05T11:22:00+02:00,2021-10-05T13:00:00+02:00,RODENHUIZE 4,Other,268.0,85.0,Awaiting information,2021-10-05T11:24:00+02:00
295,2021-10-05T08:30:00+02:00,2021-10-05T11:00:00+02:00,2021-10-05T08:30:00+02:00,2021-10-05T11:00:00+02:00,RODENHUIZE 4,Other,268.0,90.0,Awaiting information,2021-10-05T07:49:00+02:00
296,2021-10-03T01:32:00+02:00,2021-10-04T07:00:00+02:00,2021-10-03T01:32:00+02:00,2021-10-04T07:00:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Technical failure,2021-10-03T21:42:00+02:00
297,2021-10-02T17:15:00+02:00,2021-10-05T00:59:00+02:00,2021-10-02T17:15:00+02:00,2021-10-05T00:59:00+02:00,PLATE-TAILLE 1 T,WA,36.0,0.0,failure in water circuit; intervention needed,2021-10-03T14:19:00+02:00
298,2021-10-02T09:08:00+02:00,2021-10-02T12:10:00+02:00,2021-10-02T09:08:00+02:00,2021-10-02T12:10:00+02:00,COO 3 T,WA,158.0,0.0,Awaiting information,2021-10-02T12:11:00+02:00
299,2021-10-02T09:00:00+02:00,2021-10-02T12:11:00+02:00,2021-10-02T09:00:00+02:00,2021-10-02T12:11:00+02:00,COO 5 T,WA,230.0,0.0,Test,2021-10-21T11:47:00+02:00
300,2021-10-01T22:44:00+02:00,2021-10-02T19:00:00+02:00,2021-10-01T22:44:00+02:00,2021-10-02T19:00:00+02:00,BEERSE TJ,LF,32.0,0.0,Awaiting information,2021-10-02T19:05:00+02:00
301,2021-10-01T10:37:00+02:00,2021-10-04T17:00:00+02:00,2021-10-01T10:37:00+02:00,2021-10-04T17:00:00+02:00,Lanaken Sappi,NG,43.0,0.0,Awaiting information,2021-10-01T18:50:00+02:00
302,2021-10-01T01:53:00+02:00,2021-10-01T15:13:00+02:00,2021-10-01T01:53:00+02:00,2021-10-01T15:13:00+02:00,COO 3 T,WA,158.0,0.0,Awaiting information,2021-10-01T15:14:00+02:00
303,2021-09-30T18:00:00+02:00,2021-10-01T00:00:00+02:00,2021-09-30T18:00:00+02:00,2021-10-01T00:00:00+02:00,RODENHUIZE 4,Other,268.0,200.0,Test,2021-09-30T18:02:00+02:00
304,2021-09-30T16:10:00+02:00,2021-10-01T11:06:00+02:00,2021-09-30T16:10:00+02:00,2021-10-01T11:06:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Awaiting information,2021-10-01T11:06:00+02:00
305,2021-09-30T11:33:00+02:00,2021-09-30T16:30:00+02:00,2021-09-30T11:33:00+02:00,2021-09-30T16:30:00+02:00,RODENHUIZE 4,Other,268.0,0.0,Awaiting information,2021-09-30T16:15:00+02:00
306,2021-09-30T01:00:00+02:00,2021-09-30T07:45:00+02:00,2021-09-30T01:00:00+02:00,2021-09-30T07:45:00+02:00,SERAING TV,NG,170.0,0.0,Not provided,2021-09-29T11:30:00+02:00
307,2021-09-30T01:00:00+02:00,2021-09-30T07:45:00+02:00,2021-09-30T01:00:00+02:00,2021-09-30T07:45:00+02:00,EDF Luminus Seraing GT1,NG,150.0,0.0,Not provided,2021-09-29T11:31:00+02:00
308,2021-09-30T01:00:00+02:00,2021-09-30T07:45:00+02:00,2021-09-30T01:00:00+02:00,2021-09-30T07:45:00+02:00,EDF Luminus Seraing GT2,NG,150.0,100.0,Not provided,2021-09-29T11:29:00+02:00
309,2021-09-29T12:32:00+02:00,2021-09-29T18:29:00+02:00,2021-09-29T12:32:00+02:00,2021-09-29T18:29:00+02:00,Aalst Syral GT,NG,43.0,0.0,Awaiting information,2021-09-29T18:29:00+02:00
310,2021-09-29T01:00:00+02:00,2021-09-29T10:00:00+02:00,2021-09-29T01:00:00+02:00,2021-09-29T10:00:00+02:00,EDF Luminus Seraing GT1,NG,150.0,0.0,Not provided,2021-09-28T11:16:00+02:00
311,2021-09-29T01:00:00+02:00,2021-09-29T10:00:00+02:00,2021-09-29T01:00:00+02:00,2021-09-29T10:00:00+02:00,SERAING TV,NG,170.0,0.0,Not provided,2021-09-28T11:17:00+02:00
312,2021-09-29T01:00:00+02:00,2021-09-30T01:00:00+02:00,2021-09-29T01:00:00+02:00,2021-09-30T01:00:00+02:00,EDF Luminus Seraing GT2,NG,150.0,100.0,Not provided,2021-09-28T11:16:00+02:00
313,2021-09-27T15:15:00+02:00,2021-09-27T17:00:00+02:00,2021-09-27T15:15:00+02:00,2021-09-27T17:00:00+02:00,VILVOORDE GT,NG,264.0,65.0,Test,2021-09-27T16:57:00+02:00
314,2021-09-24T01:00:00+02:00,2021-09-29T01:00:00+02:00,2021-09-24T01:00:00+02:00,2021-09-29T01:00:00+02:00,SERAING TV,NG,170.0,0.0,Not provided,2021-09-27T11:16:00+02:00
315,2021-09-24T01:00:00+02:00,2021-09-29T01:00:00+02:00,2021-09-24T01:00:00+02:00,2021-09-29T01:00:00+02:00,EDF Luminus Seraing GT2,NG,150.0,100.0,Not provided,2021-09-27T13:06:00+02:00
316,2021-09-24T01:00:00+02:00,2021-09-29T01:00:00+02:00,2021-09-24T01:00:00+02:00,2021-09-29T01:00:00+02:00,EDF Luminus Seraing GT1,NG,150.0,0.0,Not provided,2021-09-27T11:15:00+02:00
317,2021-09-23T11:45:00+02:00,2021-09-23T15:00:00+02:00,2021-09-23T11:45:00+02:00,2021-09-23T15:00:00+02:00,Lanaken Sappi,NG,43.0,0.0,Technical failure,2021-09-23T11:45:00+02:00
318,2021-09-23T02:32:00+02:00,2021-09-23T11:44:00+02:00,2021-09-23T02:32:00+02:00,2021-09-23T11:44:00+02:00,Lanaken Sappi,NG,43.0,21.0,Awaiting information,2021-09-23T11:44:00+02:00
319,2021-09-19T19:29:00+02:00,2021-09-20T16:54:00+02:00,2021-09-19T19:29:00+02:00,2021-09-20T16:54:00+02:00,Amercoeur 1 R ST,NG,162.0,0.0,Awaiting information,2021-09-20T16:54:00+02:00
320,2021-09-19T19:29:00+02:00,2021-09-20T16:54:00+02:00,2021-09-19T19:29:00+02:00,2021-09-20T16:54:00+02:00,Amercoeur 1 R GT,NG,289.0,0.0,Awaiting information,2021-09-20T16:54:00+02:00
321,2021-09-09T00:00:00+02:00,2021-09-09T05:00:00+02:00,2021-09-09T00:00:00+02:00,2021-09-09T05:00:00+02:00,RODENHUIZE 4,Other,268.0,81.0,Awaiting information,2021-09-09T03:40:00+02:00
322,2021-09-08T01:00:00+02:00,2021-09-08T17:36:00+02:00,2021-09-08T01:00:00+02:00,2021-09-08T17:36:00+02:00,HERDERSBRUG GT1,NG,157.0,0.0,Overhaul,2022-02-10T14:05:00+01:00
323,2021-09-08T01:00:00+02:00,2021-09-08T17:36:00+02:00,2021-09-08T01:00:00+02:00,2021-09-08T17:36:00+02:00,HERDERSBRUG ST,NG,167.0,0.0,Overhaul,2022-02-10T14:06:00+01:00
324,2021-09-08T01:00:00+02:00,2021-09-08T17:36:00+02:00,2021-09-08T01:00:00+02:00,2021-09-08T17:36:00+02:00,HERDERSBRUG GT2,NG,156.0,0.0,Overhaul,2022-02-10T14:06:00+01:00
325,2021-09-06T02:38:00+02:00,2021-09-06T04:20:00+02:00,2021-09-06T02:38:00+02:00,2021-09-06T04:20:00+02:00,Amercoeur 1 R ST,NG,162.0,0.0,Start delay,2021-09-06T04:20:00+02:00
326,2021-09-06T02:38:00+02:00,2021-09-06T04:20:00+02:00,2021-09-06T02:38:00+02:00,2021-09-06T04:20:00+02:00,Amercoeur 1 R GT,NG,289.0,0.0,Start delay,2021-09-06T04:20:00+02:00
327,2021-09-05T22:01:00+02:00,2021-09-05T23:17:00+02:00,2021-09-05T22:01:00+02:00,2021-09-05T23:17:00+02:00,Amercoeur 1 R ST,NG,162.0,0.0,Start delay,2021-09-05T23:17:00+02:00
328,2021-09-05T22:01:00+02:00,2021-09-05T23:17:00+02:00,2021-09-05T22:01:00+02:00,2021-09-05T23:17:00+02:00,Amercoeur 1 R GT,NG,289.0,0.0,Start delay,2021-09-05T23:17:00+02:00
329,2021-09-05T12:57:00+02:00,2021-09-06T00:59:00+02:00,2021-09-05T12:57:00+02:00,2021-09-06T00:59:00+02:00,RODENHUIZE 4,Other,268.0,150.0,Awaiting information,2021-09-05T12:58:00+02:00
330,2021-09-03T15:19:00+02:00,2021-09-03T20:18:00+02:00,2021-09-03T15:19:00+02:00,2021-09-03T20:18:00+02:00,Lanaken Sappi,NG,43.0,0.0,Awaiting information,2021-09-03T20:19:00+02:00
331,2021-09-02T20:07:00+02:00,2021-09-02T23:19:00+02:00,2021-09-02T20:07:00+02:00,2021-09-02T23:19:00+02:00,RODENHUIZE 4,Other,268.0,81.0,Awaiting information,2021-09-02T23:19:00+02:00
332,2021-09-02T15:51:00+02:00,2021-09-03T10:06:00+02:00,2021-09-02T15:51:00+02:00,2021-09-03T10:06:00+02:00,DROGENBOS GT1,NG,150.0,0.0,Awaiting information,2021-09-03T10:07:00+02:00
333,2021-09-02T14:25:00+02:00,2021-09-02T15:30:00+02:00,2021-09-02T14:25:00+02:00,2021-09-02T15:30:00+02:00,COO 2 T,WA,158.0,0.0,Awaiting information,2021-09-02T14:26:00+02:00
334,2021-09-02T07:44:00+02:00,2021-09-03T00:59:00+02:00,2021-09-02T07:44:00+02:00,2021-09-03T00:59:00+02:00,Lillo Degussa GT1,NG,43.0,0.0,Awaiting information,2021-09-02T20:08:00+02:00
335,2021-08-31T13:00:00+02:00,2021-08-31T16:31:00+02:00,2021-08-31T13:00:00+02:00,2021-08-31T16:31:00+02:00,Zelzate 2 Knippegroen,Other,315.0,200.0,Awaiting information,2021-08-31T16:32:00+02:00
336,2021-08-30T08:45:00+02:00,2021-08-30T15:00:00+02:00,2021-08-30T08:45:00+02:00,2021-08-30T15:00:00+02:00,Lanaken Sappi,NG,43.0,0.0,Awaiting information,2021-08-30T08:30:00+02:00
337,2021-08-29T13:23:00+02:00,2021-08-31T11:32:00+02:00,2021-08-29T13:23:00+02:00,2021-08-31T11:32:00+02:00,Lillo Degussa GT2,NG,32.0,0.0,Awaiting information,2021-08-31T11:33:00+02:00
338,2021-08-28T09:30:00+02:00,2021-09-04T01:00:00+02:00,2021-08-28T09:30:00+02:00,2021-09-04T01:00:00+02:00,TIHANGE 2,NU,1008.0,791.0,Operational maintenance,2021-08-28T13:12:00+02:00
339,2021-08-26T10:27:00+02:00,2021-08-26T11:58:00+02:00,2021-08-26T10:27:00+02:00,2021-08-26T11:58:00+02:00,Wilrijk Isvag,Other,12.0,0.0,Awaiting information,2021-08-26T11:59:00+02:00
340,2021-08-25T07:00:00+02:00,2021-08-25T12:38:00+02:00,2021-08-25T07:00:00+02:00,2021-08-25T12:38:00+02:00,DROGENBOS GT2,NG,150.0,0.0,Overhaul,2021-08-25T12:38:00+02:00
341,2021-08-24T01:00:00+02:00,2021-08-27T19:16:00+02:00,2021-08-24T01:00:00+02:00,2021-08-27T19:16:00+02:00,HERDERSBRUG GT2,NG,156.0,0.0,Technical failure,2022-02-10T14:06:00+01:00
342,2021-08-24T01:00:00+02:00,2021-08-27T19:16:00+02:00,2021-08-24T01:00:00+02:00,2021-08-27T19:16:00+02:00,HERDERSBRUG ST,NG,167.0,0.0,Technical failure,2022-02-10T14:06:00+01:00
343,2021-08-24T01:00:00+02:00,2021-08-27T19:16:00+02:00,2021-08-24T01:00:00+02:00,2021-08-27T19:16:00+02:00,HERDERSBRUG GT1,NG,157.0,0.0,Technical failure,2022-02-10T14:05:00+01:00
344,2021-08-20T16:33:00+02:00,2021-08-20T19:00:00+02:00,2021-08-20T16:33:00+02:00,2021-08-20T19:00:00+02:00,COO 5 T,WA,230.0,0.0,Awaiting information,2021-08-20T16:35:00+02:00
345,2021-08-20T14:05:00+02:00,2021-08-30T17:21:00+02:00,2021-08-20T14:05:00+02:00,2021-08-30T17:21:00+02:00,Amercoeur 1 R GT,NG,289.0,0.0,Technical failure,2021-08-30T17:21:00+02:00
346,2021-08-20T14:05:00+02:00,2021-08-30T17:21:00+02:00,2021-08-20T14:05:00+02:00,2021-08-30T17:21:00+02:00,Amercoeur 1 R ST,NG,162.0,0.0,Technical failure,2021-08-30T17:21:00+02:00
347,2021-08-19T05:35:00+02:00,2021-08-19T07:04:00+02:00,2021-08-19T05:35:00+02:00,2021-08-19T07:04:00+02:00,COO 1 T,WA,158.0,0.0,Awaiting information,2021-08-19T07:04:00+02:00
348,2021-08-17T04:31:00+02:00,2021-08-17T11:47:00+02:00,2021-08-17T04:31:00+02:00,2021-08-17T11:47:00+02:00,RODENHUIZE 4,Other,268.0,170.0,Awaiting information,2021-08-17T11:47:00+02:00
349,2021-08-14T19:58:00+02:00,2021-08-15T19:08:00+02:00,2021-08-14T19:58:00+02:00,2021-08-15T19:08:00+02:00,RODENHUIZE 4,Other,268.0,190.0,Fuel Supply Failure,2021-08-15T19:08:00+02:00
350,2021-08-11T10:17:00+02:00,2021-08-11T11:48:00+02:00,2021-08-11T10:17:00+02:00,2021-08-11T11:48:00+02:00,COO 5 T,WA,230.0,0.0,Overhaul,2021-08-11T11:49:00+02:00
351,2021-08-10T21:40:00+02:00,2021-08-12T00:59:00+02:00,2021-08-10T21:40:00+02:00,2021-08-12T00:59:00+02:00,Lillo Degussa GT2,NG,32.0,0.0,Awaiting information,2021-08-10T21:41:00+02:00
352,2021-07-30T15:00:00+02:00,2021-08-09T17:00:00+02:00,2021-07-30T15:00:00+02:00,2021-08-09T17:00:00+02:00,Aalst Syral GT,NG,43.0,0.0,Awaiting information,2021-08-06T14:57:00+02:00
353,2021-07-30T14:45:00+02:00,2021-08-09T17:00:00+02:00,2021-07-30T14:45:00+02:00,2021-08-09T17:00:00+02:00,Aalst Syral ST,NG,5.0,0.0,Awaiting information,2021-08-06T14:58:00+02:00
354,2021-07-27T15:13:00+02:00,2021-07-29T16:50:00+02:00,2021-07-27T15:13:00+02:00,2021-07-29T16:50:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Technical failure,2021-07-29T16:51:00+02:00
355,2021-07-26T06:16:00+02:00,2021-07-26T07:30:00+02:00,2021-07-26T06:16:00+02:00,2021-07-26T07:30:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Start delay,2021-07-26T06:17:00+02:00
356,2021-07-26T02:32:00+02:00,2021-07-26T11:48:00+02:00,2021-07-26T02:32:00+02:00,2021-07-26T11:48:00+02:00,Amercoeur 1 R GT,NG,289.0,0.0,Awaiting information,2021-07-26T11:48:00+02:00
357,2021-07-26T02:32:00+02:00,2021-07-26T11:48:00+02:00,2021-07-26T02:32:00+02:00,2021-07-26T11:48:00+02:00,Amercoeur 1 R ST,NG,162.0,0.0,Awaiting information,2021-07-26T11:48:00+02:00
358,2021-07-25T22:49:00+02:00,2021-07-26T00:05:00+02:00,2021-07-25T22:49:00+02:00,2021-07-26T00:05:00+02:00,Amercoeur 1 R GT,NG,289.0,0.0,Awaiting information,2021-07-26T00:05:00+02:00
359,2021-07-25T22:49:00+02:00,2021-07-26T00:05:00+02:00,2021-07-25T22:49:00+02:00,2021-07-26T00:05:00+02:00,Amercoeur 1 R ST,NG,162.0,0.0,Awaiting information,2021-07-26T00:05:00+02:00
360,2021-07-25T14:15:00+02:00,2021-07-25T21:48:00+02:00,2021-07-25T14:15:00+02:00,2021-07-25T21:48:00+02:00,Zelzate 2 Knippegroen,Other,315.0,200.0,Fuel Supply Failure,2021-07-25T21:48:00+02:00
361,2021-07-25T13:06:00+02:00,2021-07-25T14:14:00+02:00,2021-07-25T13:06:00+02:00,2021-07-25T14:14:00+02:00,Zelzate 2 Knippegroen,Other,315.0,225.0,Fuel Supply Failure,2021-07-25T14:15:00+02:00
362,2021-07-23T20:48:00+02:00,2021-07-24T14:59:00+02:00,2021-07-23T20:48:00+02:00,2021-07-24T14:59:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,310.0,Technical failure,2021-07-24T14:59:00+02:00
363,2021-07-23T13:01:00+02:00,2021-07-23T16:30:00+02:00,2021-07-23T13:01:00+02:00,2021-07-23T16:30:00+02:00,COO 3 T,WA,158.0,0.0,Awaiting information,2021-07-23T13:02:00+02:00
364,2021-07-23T10:30:00+02:00,2021-07-23T12:30:00+02:00,2021-07-23T10:30:00+02:00,2021-07-23T12:30:00+02:00,COO 3 T,WA,158.0,0.0,Awaiting information,2021-07-23T10:15:00+02:00
365,2021-07-23T02:24:00+02:00,2021-07-23T10:08:00+02:00,2021-07-23T02:24:00+02:00,2021-07-23T10:08:00+02:00,Lillo Degussa GT2,NG,32.0,0.0,Technical failure,2021-07-23T10:08:00+02:00
366,2021-07-21T15:00:00+02:00,2021-07-21T19:00:00+02:00,2021-07-21T15:00:00+02:00,2021-07-21T19:00:00+02:00,RINGVAART STEG,NG,385.0,0.0,Not provided,2021-07-21T15:53:00+02:00
367,2021-07-19T00:10:00+02:00,2021-07-24T20:41:00+02:00,2021-07-19T00:10:00+02:00,2021-07-24T20:41:00+02:00,DOEL 2,NU,445.0,425.0,Operational maintenance,2021-07-24T20:41:00+02:00
368,2021-07-18T09:12:00+02:00,2021-07-18T23:00:00+02:00,2021-07-18T09:12:00+02:00,2021-07-18T23:00:00+02:00,Lanaken Sappi,NG,43.0,0.0,Awaiting information,2021-07-20T18:36:00+02:00
369,2021-07-06T17:30:00+02:00,2021-07-06T18:40:00+02:00,2021-07-06T17:30:00+02:00,2021-07-06T18:40:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Awaiting information,2021-07-06T18:40:00+02:00
370,2021-07-06T08:26:00+02:00,2021-07-06T17:00:00+02:00,2021-07-06T08:26:00+02:00,2021-07-06T17:00:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Awaiting information,2021-07-06T08:27:00+02:00
371,2021-07-04T22:34:00+02:00,2021-07-05T12:59:00+02:00,2021-07-04T22:34:00+02:00,2021-07-05T12:59:00+02:00,Beveren Ineos Phenolchemie,NG,23.0,0.0,Technical failure,2021-07-05T12:59:00+02:00
372,2021-07-02T19:53:00+02:00,2021-07-07T10:02:00+02:00,2021-07-02T19:53:00+02:00,2021-07-07T10:02:00+02:00,DROGENBOS GT2,NG,150.0,0.0,Awaiting information,2021-07-07T10:02:00+02:00
373,2021-07-01T01:00:00+02:00,2021-07-15T07:30:00+02:00,2021-07-01T01:00:00+02:00,2021-07-15T07:30:00+02:00,COO 3 T,WA,158.0,0.0,Overhaul,2021-07-13T17:42:00+02:00
374,2021-07-01T01:00:00+02:00,2021-07-16T20:00:00+02:00,2021-07-01T01:00:00+02:00,2021-07-16T20:00:00+02:00,COO 2 T,WA,158.0,0.0,Overhaul,2021-07-16T08:38:00+02:00
375,2021-07-01T01:00:00+02:00,2021-07-17T22:00:00+02:00,2021-07-01T01:00:00+02:00,2021-07-17T22:00:00+02:00,COO 1 T,WA,158.0,0.0,Overhaul,2021-07-17T15:15:00+02:00
376,2021-06-29T21:32:00+02:00,2021-07-01T05:00:00+02:00,2021-06-29T21:32:00+02:00,2021-07-01T05:00:00+02:00,Zwijndrecht Lanxess GT,NG,43.0,30.0,Technical failure,2021-06-29T22:38:00+02:00
377,2021-06-28T17:20:00+02:00,2021-07-02T00:59:00+02:00,2021-06-28T17:20:00+02:00,2021-07-02T00:59:00+02:00,Marcinelle Energie (Carsid),NG,413.0,0.0,Technical Failure,2021-06-29T18:44:00+02:00
378,2021-06-28T15:28:00+02:00,2021-06-29T23:59:00+02:00,2021-06-28T15:28:00+02:00,2021-06-29T23:59:00+02:00,DOEL 1,NU,445.0,0.0,Automatic stop,2021-06-28T23:40:00+02:00
379,2021-06-28T15:15:00+02:00,2021-06-29T12:15:00+02:00,2021-06-28T15:15:00+02:00,2021-06-29T12:15:00+02:00,Zelzate TJ,LF,18.0,0.0,Technical failure,2021-06-29T12:15:00+02:00
380,2021-06-28T15:15:00+02:00,2021-07-01T13:06:00+02:00,2021-06-28T15:15:00+02:00,2021-07-01T13:06:00+02:00,CIERREUX TJ,LF,18.0,0.0,Technical failure,2021-07-01T13:06:00+02:00
381,2021-06-27T20:00:00+02:00,2021-06-28T13:00:00+02:00,2021-06-27T20:00:00+02:00,2021-06-28T13:00:00+02:00,CIERREUX TJ,LF,18.0,0.0,Technical failure,2021-06-27T20:01:00+02:00
382,2021-06-27T15:30:00+02:00,2021-06-28T13:00:00+02:00,2021-06-27T15:30:00+02:00,2021-06-28T13:00:00+02:00,Oud-Lillo Monsanto,NG,43.0,0.0,Technical failure,2021-06-27T17:05:00+02:00
383,2021-06-27T08:05:00+02:00,2021-06-28T08:52:00+02:00,2021-06-27T08:05:00+02:00,2021-06-28T08:52:00+02:00,Zwijndrecht Lanxess GT,NG,43.0,0.0,Awaiting information,2021-06-28T08:52:00+02:00
384,2021-06-25T19:18:00+02:00,2021-06-26T12:00:00+02:00,2021-06-25T19:18:00+02:00,2021-06-26T12:00:00+02:00,Zwijndrecht Lanxess GT,NG,43.0,0.0,Awaiting information,2021-06-25T20:18:00+02:00
385,2021-06-25T10:45:00+02:00,2021-06-25T18:00:00+02:00,2021-06-25T10:45:00+02:00,2021-06-25T18:00:00+02:00,Rentel Offshore WP,WI,307.0,272.0,Maintenance + defects,2021-06-25T10:31:00+02:00
386,2021-06-24T10:23:00+02:00,2021-06-24T13:05:00+02:00,2021-06-24T10:23:00+02:00,2021-06-24T13:05:00+02:00,RODENHUIZE 4,Other,268.0,178.0,Fuel Supply Failure,2021-06-24T13:06:00+02:00
387,2021-06-24T08:12:00+02:00,2021-06-24T10:44:00+02:00,2021-06-24T08:12:00+02:00,2021-06-24T10:44:00+02:00,DROGENBOS GT1,NG,150.0,0.0,Technical failure,2021-06-24T10:44:00+02:00
388,2021-06-23T11:45:00+02:00,2021-06-23T15:13:00+02:00,2021-06-23T11:45:00+02:00,2021-06-23T15:13:00+02:00,Oud-Lillo Monsanto,NG,43.0,0.0,Technical failure,2021-06-23T15:13:00+02:00
389,2021-06-21T08:31:00+02:00,2021-06-21T16:00:00+02:00,2021-06-21T08:31:00+02:00,2021-06-21T16:00:00+02:00,Lanaken Sappi,NG,43.0,0.0,Restricted to heat delivery,2021-06-21T08:32:00+02:00
390,2021-06-19T23:30:00+02:00,2021-06-21T17:05:00+02:00,2021-06-19T23:30:00+02:00,2021-06-21T17:05:00+02:00,Marcinelle Energie (Carsid),NG,413.0,0.0,Technical Failure,2021-06-21T17:02:00+02:00
391,2021-06-19T12:09:00+02:00,2021-06-19T17:27:00+02:00,2021-06-19T12:09:00+02:00,2021-06-19T17:27:00+02:00,DROGENBOS GT1,NG,150.0,0.0,Awaiting information,2021-06-19T17:27:00+02:00
392,2021-06-18T19:17:00+02:00,2021-06-19T11:00:00+02:00,2021-06-18T19:17:00+02:00,2021-06-19T11:00:00+02:00,DROGENBOS GT1,NG,150.0,0.0,Awaiting information,2021-06-19T00:13:00+02:00
393,2021-06-18T15:30:00+02:00,2021-06-19T01:00:00+02:00,2021-06-18T15:30:00+02:00,2021-06-19T01:00:00+02:00,RINGVAART STEG,NG,385.0,0.0,Not provided,2021-06-18T20:51:00+02:00
394,2021-06-18T14:30:00+02:00,2021-06-18T21:14:00+02:00,2021-06-18T14:30:00+02:00,2021-06-18T21:14:00+02:00,RODENHUIZE 4,Other,268.0,190.0,Environmental constraint,2021-06-18T21:14:00+02:00
395,2021-06-18T10:00:00+02:00,2021-06-18T11:16:00+02:00,2021-06-18T10:00:00+02:00,2021-06-18T11:16:00+02:00,Zelzate 2 Knippegroen,Other,315.0,200.0,Fuel Supply Failure,2021-06-18T11:17:00+02:00
396,2021-06-18T01:56:00+02:00,2021-06-18T08:14:00+02:00,2021-06-18T01:56:00+02:00,2021-06-18T08:14:00+02:00,Zelzate 2 Knippegroen,Other,315.0,0.0,Awaiting information,2021-06-18T08:14:00+02:00
397,2021-06-16T22:13:00+02:00,2021-06-17T00:59:00+02:00,2021-06-16T22:13:00+02:00,2021-06-17T00:59:00+02:00,Oud-Lillo Monsanto,NG,43.0,0.0,Awaiting information,2021-06-16T22:13:00+02:00
398,2021-06-16T19:25:00+02:00,2021-06-16T22:00:00+02:00,2021-06-16T19:25:00+02:00,2021-06-16T22:00:00+02:00,DROGENBOS ST,NG,160.0,105.0,Awaiting information,2021-06-16T19:25:00+02:00
399,2021-06-11T23:06:00+02:00,2021-06-12T00:59:00+02:00,2021-06-11T23:06:00+02:00,2021-06-12T00:59:00+02:00,Zelzate 2 Knippegroen,Other,315.0,150.0,Awaiting information,2021-06-12T13:53:00+02:00
400,2021-06-08T05:04:00+02:00,2021-06-09T15:11:00+02:00,2021-06-08T05:04:00+02:00,2021-06-09T15:11:00+02:00,Zelzate 2 Knippegroen,Other,315.0,240.0,Awaiting information,2021-06-09T15:11:00+02:00
401,2021-06-07T13:41:00+02:00,2021-06-07T21:17:00+02:00,2021-06-07T13:41:00+02:00,2021-06-07T21:17:00+02:00,Lanaken Sappi,NG,43.0,0.0,Awaiting information,2021-06-07T21:17:00+02:00
402,2021-06-07T08:30:00+02:00,2021-06-07T18:00:00+02:00,2021-06-07T08:30:00+02:00,2021-06-07T18:00:00+02:00,Rentel Offshore WP,WI,307.0,264.0,FAILURE,2021-06-07T21:56:00+02:00
403,2021-06-06T18:46:00+02:00,2021-06-11T20:37:00+02:00,2021-06-06T18:46:00+02:00,2021-06-11T20:37:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Awaiting information,2021-06-11T20:37:00+02:00
